area_type,bath,balcony,availabletomove,rectified_sqft,price
Super built-up  Area,2.0,2.0,No,1205.0,60.0
Built-up  Area,2.0,2.0,Yes,1400.0,86.0
Carpet  Area,3.0,1.0,Yes,1625.0,150.0
Built-up  Area,3.0,1.0,Yes,1500.0,73.0
Super built-up  Area,2.0,3.0,Yes,1520.0,80.0
Built-up  Area,3.0,1.0,Yes,1300.0,65.0
Super built-up  Area,2.0,2.0,Yes,1150.0,47.0
Super built-up  Area,3.0,3.0,No,1762.0,109.0
Super built-up  Area,2.0,2.0,Yes,1153.0,58.0
Super built-up  Area,4.0,1.0,Yes,2650.0,223.0
Super built-up  Area,2.0,2.0,Yes,1350.0,47.0
Super built-up  Area,2.0,2.0,Yes,950.0,56.0
Super built-up  Area,3.0,3.0,Yes,3295.0,310.0
Super built-up  Area,3.0,3.0,Yes,1515.0,80.5
Super built-up  Area,2.0,2.0,Yes,1100.0,30.0
Super built-up  Area,2.0,2.0,Yes,1250.0,65.0
Built-up  Area,2.0,0.0,Yes,1200.0,120.0
Super built-up  Area,8.0,3.0,Yes,2500.0,95.0
Plot  Area,4.0,2.0,Yes,1200.0,100.0
Super built-up  Area,2.0,2.0,Yes,1355.0,51.5
Super built-up  Area,3.0,1.0,No,1115.0,39.14
Super built-up  Area,3.0,2.0,No,1275.0,45.0
Super built-up  Area,3.0,2.0,No,2051.0,170.0
Super built-up  Area,2.0,2.0,Yes,1470.0,99.0
Super built-up  Area,2.0,3.0,Yes,1550.0,70.0
Built-up  Area,2.0,1.0,Yes,1270.0,73.0
Super built-up  Area,3.0,3.0,Yes,1600.0,170.0
Super built-up  Area,2.0,2.0,Yes,1320.0,50.0
Super built-up  Area,3.0,2.0,Yes,2505.0,165.0
Super built-up  Area,2.0,3.0,Yes,1200.0,70.0
Super built-up  Area,2.0,1.0,No,1705.0,86.96
Super built-up  Area,2.0,1.0,Yes,995.0,48.0
Built-up  Area,2.0,1.0,Yes,1081.0,52.0
Super built-up  Area,1.0,1.0,No,605.0,30.24
Built-up  Area,1.0,1.0,Yes,567.0,25.0
Super built-up  Area,3.0,2.0,Yes,1718.0,275.0
Super built-up  Area,2.0,0.0,No,1410.5,70.385
Plot  Area,5.0,1.0,Yes,600.0,135.0
Super built-up  Area,3.0,2.0,Yes,1715.0,105.0
Plot  Area,5.0,2.0,Yes,3206.0,270.0
Plot  Area,4.0,2.0,Yes,1500.0,235.0
Super built-up  Area,3.0,2.0,Yes,1846.0,120.0
Plot  Area,3.0,1.0,Yes,600.0,90.0
Super built-up  Area,2.0,3.0,Yes,1015.0,56.0
Plot  Area,8.0,2.0,Yes,4350.0,2600.0
Super built-up  Area,2.0,1.0,Yes,1100.0,36.0
Super built-up  Area,4.0,2.0,Yes,1965.0,125.0
Super built-up  Area,2.0,2.0,Yes,1021.0,45.9
Super built-up  Area,2.0,1.0,No,1230.0,67.65
Super built-up  Area,2.0,2.0,Yes,1260.0,55.0
Plot  Area,4.0,1.0,Yes,2400.0,700.0
Super built-up  Area,4.0,1.0,Yes,1894.0,114.0
Plot  Area,4.0,2.0,Yes,1500.0,233.0
Super built-up  Area,2.0,3.0,Yes,1231.0,66.0
Built-up  Area,3.0,0.0,Yes,1800.0,120.0
Super built-up  Area,3.0,2.0,Yes,1650.0,135.0
Plot  Area,3.0,1.0,Yes,750.0,88.0
Super built-up  Area,2.0,2.0,Yes,1443.0,70.0
Plot  Area,4.0,2.0,Yes,886.0,120.0
Super built-up  Area,2.0,1.0,Yes,925.0,68.0
Super built-up  Area,3.0,1.0,No,1305.0,33.28
Super built-up  Area,2.0,2.0,Yes,1190.0,46.41
Super built-up  Area,2.0,2.0,Yes,1284.0,53.36
Plot  Area,3.0,1.0,Yes,350.0,45.0
Plot  Area,3.0,1.0,Yes,875.0,115.0
Built-up  Area,2.0,1.0,Yes,1325.0,59.0
Plot  Area,5.0,2.0,Yes,2400.0,750.0
Super built-up  Area,2.0,1.0,No,1183.0,79.54
Built-up  Area,3.0,2.0,Yes,1750.0,100.0
Super built-up  Area,4.0,2.0,Yes,16335.0,149.0
Super built-up  Area,1.0,2.0,Yes,747.0,27.0
Super built-up  Area,2.0,1.0,Yes,1342.0,90.0
Super built-up  Area,2.0,1.0,Yes,1113.0,52.0
Super built-up  Area,3.0,2.0,Yes,1738.0,110.0
Super built-up  Area,2.0,2.0,Yes,1206.0,90.0
Super built-up  Area,4.0,3.0,No,2790.0,198.0
Super built-up  Area,2.0,1.0,No,1162.0,59.0
Super built-up  Area,2.0,2.0,Yes,1194.0,46.0
Built-up  Area,4.0,3.0,Yes,1857.0,155.0
Built-up  Area,6.0,2.0,Yes,3500.0,115.0
Super built-up  Area,3.0,2.0,Yes,1763.0,240.0
Super built-up  Area,2.0,1.0,Yes,1150.0,45.99
Plot  Area,5.0,3.0,Yes,2400.0,550.0
Super built-up  Area,2.0,2.0,Yes,1290.0,72.0
Built-up  Area,5.0,2.0,Yes,3408.0,145.0
Built-up  Area,2.0,1.0,Yes,900.0,145.0
Built-up  Area,2.0,0.0,Yes,1150.0,70.0
Plot  Area,2.0,1.0,Yes,1040.0,109.0
Super built-up  Area,2.0,2.0,Yes,1160.0,64.08
Super built-up  Area,2.0,2.0,Yes,900.0,27.0
Plot  Area,3.0,1.0,Yes,1750.0,185.0
Super built-up  Area,4.0,2.0,Yes,2240.0,160.0
Super built-up  Area,2.0,1.0,Yes,891.0,26.0
Plot  Area,4.0,3.0,Yes,1000.0,80.0
Super built-up  Area,3.0,2.0,Yes,1852.0,125.0
Super built-up  Area,2.0,1.0,Yes,1323.0,42.0
Super built-up  Area,2.0,1.0,Yes,1404.0,67.5
Built-up  Area,2.0,2.0,Yes,1370.0,60.0
Super built-up  Area,2.0,2.0,Yes,1385.0,48.48
Super built-up  Area,2.0,1.0,Yes,1129.0,50.0
Super built-up  Area,3.0,1.0,Yes,1876.0,150.0
Super built-up  Area,3.0,1.0,Yes,1720.0,95.0
Plot  Area,4.0,1.0,Yes,1200.0,80.0
Super built-up  Area,2.0,2.0,Yes,1175.0,86.68
Super built-up  Area,1.0,2.0,Yes,500.0,51.0
Plot  Area,5.0,2.0,Yes,1200.0,85.0
Built-up  Area,1.0,0.0,Yes,1200.0,295.0
Super built-up  Area,3.0,2.0,No,1893.0,130.0
Super built-up  Area,3.0,2.0,Yes,1430.0,52.0
Built-up  Area,2.0,2.0,Yes,850.0,45.0
Super built-up  Area,2.0,1.0,No,1392.0,110.0
Super built-up  Area,3.0,3.0,No,1938.0,105.0
Super built-up  Area,2.0,2.0,No,1020.0,52.0
Plot  Area,2.0,1.0,Yes,2400.0,360.0
Super built-up  Area,3.0,2.0,Yes,1832.0,160.0
Super built-up  Area,2.0,2.0,Yes,1423.0,85.0
Super built-up  Area,2.0,1.0,Yes,1432.0,85.0
Plot  Area,4.0,3.0,Yes,1350.0,235.0
Plot  Area,6.0,0.0,Yes,1500.0,270.0
Super built-up  Area,3.0,2.0,Yes,1480.0,65.0
Super built-up  Area,3.0,2.0,Yes,1843.0,96.2
Plot  Area,4.0,2.0,Yes,760.0,95.0
Super built-up  Area,2.0,1.0,No,1916.0,150.0
Super built-up  Area,2.0,2.0,Yes,1160.0,44.08
Super built-up  Area,2.0,1.0,No,2640.0,170.0
Super built-up  Area,2.0,3.0,Yes,1160.0,53.0
Built-up  Area,2.0,1.0,Yes,1200.0,80.0
Carpet  Area,3.0,3.0,Yes,1500.0,100.0
Super built-up  Area,2.0,3.0,No,1336.0,50.35
Built-up  Area,2.0,1.0,Yes,1065.0,46.0
Super built-up  Area,2.0,1.0,Yes,1294.0,115.0
Super built-up  Area,3.0,2.0,Yes,1550.0,68.5
Super built-up  Area,2.0,2.0,Yes,1005.0,40.0
Super built-up  Area,2.0,1.0,Yes,1430.0,102.0
Super built-up  Area,4.0,3.0,No,4100.0,660.0
Super built-up  Area,3.0,2.0,No,1660.0,125.0
Super built-up  Area,2.0,3.0,Yes,1430.0,56.0
Super built-up  Area,2.0,1.0,Yes,1470.0,75.0
Super built-up  Area,2.0,1.0,Yes,1045.0,76.77
Super built-up  Area,6.0,0.0,Yes,4225.0,359.0
Built-up  Area,2.0,0.0,Yes,950.0,30.0
Super built-up  Area,3.0,1.0,Yes,1382.0,65.0
Super built-up  Area,2.0,2.0,Yes,930.0,46.0
Super built-up  Area,2.0,2.0,Yes,1290.0,71.95
Built-up  Area,2.0,1.0,Yes,1010.0,45.0
Built-up  Area,4.0,2.0,Yes,3050.0,130.0
Super built-up  Area,2.0,2.0,Yes,1200.0,71.0
Built-up  Area,3.0,2.0,Yes,1650.0,140.0
Super built-up  Area,3.0,2.0,Yes,1636.0,88.0
Super built-up  Area,3.0,2.0,Yes,2367.0,320.0
Super built-up  Area,2.0,2.0,Yes,1153.0,56.55
Super built-up  Area,4.0,2.0,Yes,2087.01,160.0
Super built-up  Area,2.0,1.0,Yes,1200.0,47.0
Super built-up  Area,3.0,1.0,Yes,1844.0,89.0
Super built-up  Area,3.0,1.0,No,142.84,110.0
Super built-up  Area,2.0,1.0,Yes,1215.0,43.75
Super built-up  Area,2.0,1.0,No,1194.0,57.0
Built-up  Area,2.0,2.0,Yes,1220.0,52.0
Built-up  Area,4.0,2.0,Yes,3150.0,150.0
Super built-up  Area,2.0,1.0,No,955.0,37.97
Built-up  Area,5.0,2.0,Yes,2000.0,75.0
Super built-up  Area,2.0,1.0,No,884.0,48.0
Super built-up  Area,2.0,1.0,Yes,1250.0,68.75
Super built-up  Area,2.0,1.0,Yes,7000.0,135.0
Plot  Area,4.0,2.0,Yes,2400.0,300.0
Super built-up  Area,4.0,1.0,Yes,2990.0,225.0
Super built-up  Area,2.0,1.0,Yes,1195.0,52.0
Super built-up  Area,1.0,1.0,Yes,2559.0,55.0
Built-up  Area,2.0,1.0,No,1200.0,33.0
Super built-up  Area,2.0,1.0,No,984.0,45.75
Super built-up  Area,2.0,1.0,Yes,1089.0,40.0
Super built-up  Area,2.0,1.0,No,1165.0,52.0
Super built-up  Area,1.0,1.0,Yes,410.0,10.0
Super built-up  Area,3.0,1.0,No,1482.0,110.0
Built-up  Area,2.0,1.0,Yes,1200.0,68.0
Super built-up  Area,2.0,2.0,No,1166.0,34.97
Super built-up  Area,2.0,2.0,Yes,1275.0,55.46
Super built-up  Area,2.0,2.0,Yes,1140.0,43.0
Plot  Area,5.0,1.0,Yes,3734.0,430.0
Super built-up  Area,1.0,2.0,Yes,720.0,28.0
Plot  Area,3.0,2.0,No,1200.0,228.0
Built-up  Area,2.0,1.0,Yes,1100.0,90.0
Super built-up  Area,2.0,2.0,Yes,1162.0,98.77
Built-up  Area,1.0,0.0,Yes,540.0,35.0
Super built-up  Area,2.0,2.0,Yes,1550.0,73.5
Plot  Area,3.0,2.0,Yes,1300.0,145.0
Plot  Area,5.0,1.0,Yes,1200.0,130.0
Super built-up  Area,2.0,2.0,Yes,1220.0,60.0
Super built-up  Area,2.0,1.0,Yes,964.0,62.0
Built-up  Area,3.0,2.0,No,1500.0,50.0
Super built-up  Area,2.0,1.0,Yes,1347.0,44.0
Super built-up  Area,5.0,2.0,Yes,5000.0,250.0
Built-up  Area,4.0,2.0,Yes,3000.0,140.0
Super built-up  Area,2.0,1.0,No,1120.0,42.5
Super built-up  Area,1.0,1.0,Yes,600.0,22.8
Super built-up  Area,4.0,1.0,No,2321.0,157.0
Super built-up  Area,1.0,2.0,Yes,540.0,24.0
Built-up  Area,2.0,1.0,Yes,1150.0,57.0
Built-up  Area,3.0,1.0,Yes,1484.0,75.0
Super built-up  Area,2.0,2.0,Yes,1680.0,68.0
Super built-up  Area,2.0,1.0,Yes,620.0,23.0
Super built-up  Area,3.0,2.0,Yes,1650.0,78.0
Super built-up  Area,3.0,2.0,No,1250.0,44.0
Super built-up  Area,3.0,2.0,No,2072.0,108.0
Super built-up  Area,2.0,2.0,Yes,1105.0,40.0
Super built-up  Area,2.0,2.0,Yes,1200.0,60.5
Built-up  Area,7.0,3.0,Yes,3100.0,145.0
Plot  Area,4.0,3.0,Yes,4007.0,530.0
Super built-up  Area,2.0,1.0,Yes,550.0,16.0
Super built-up  Area,2.0,2.0,Yes,1340.0,53.6
Super built-up  Area,3.0,3.0,Yes,2409.0,395.0
Super built-up  Area,2.0,1.0,Yes,1246.0,65.0
Built-up  Area,2.0,3.0,Yes,1055.0,75.0
Super built-up  Area,3.0,1.0,No,1541.0,69.61
Built-up  Area,2.0,2.0,Yes,1370.0,88.0
Super built-up  Area,2.0,2.0,Yes,1224.0,75.0
Plot  Area,2.0,1.0,Yes,650.0,58.0
Super built-up  Area,3.0,2.0,Yes,1676.0,92.13
Built-up  Area,2.0,1.0,Yes,1154.0,57.0
Super built-up  Area,3.0,3.0,Yes,1610.0,78.5
Super built-up  Area,2.0,1.0,Yes,1057.0,42.0
Super built-up  Area,2.0,1.0,No,1157.0,65.0
Plot  Area,4.0,1.0,No,1200.0,85.0
Plot  Area,7.0,3.0,Yes,1500.0,130.0
Super built-up  Area,2.0,3.0,Yes,980.0,35.0
Super built-up  Area,2.0,1.0,Yes,1140.0,40.0
Super built-up  Area,2.0,1.0,Yes,1206.0,40.7
Built-up  Area,1.0,1.0,Yes,575.0,16.75
Super built-up  Area,3.0,1.0,Yes,1600.0,170.0
Plot  Area,4.0,1.0,Yes,2400.0,500.0
Super built-up  Area,2.0,2.0,Yes,1300.0,52.0
Super built-up  Area,2.0,1.0,No,1270.0,35.56
Super built-up  Area,2.0,1.0,No,1128.0,63.5
Super built-up  Area,1.0,1.0,Yes,640.0,45.0
Super built-up  Area,3.0,2.0,Yes,2400.0,185.0
Super built-up  Area,1.0,1.0,Yes,589.0,29.0
Super built-up  Area,2.0,1.0,No,1125.0,28.13
Plot  Area,4.0,2.0,Yes,3150.0,500.0
Super built-up  Area,2.0,3.0,Yes,1315.0,74.0
Plot  Area,2.0,2.0,Yes,300.0,150.0
Super built-up  Area,2.0,2.0,Yes,1435.0,115.0
Super built-up  Area,2.0,3.0,No,1314.0,80.0
Super built-up  Area,2.0,1.0,Yes,1260.0,100.0
Plot  Area,5.0,1.0,Yes,1875.0,192.0
Super built-up  Area,2.0,1.0,Yes,1080.0,49.0
Built-up  Area,8.0,3.0,Yes,4000.0,160.0
Super built-up  Area,2.0,1.0,No,1082.0,45.0
Super built-up  Area,3.0,2.0,Yes,1150.0,65.0
Super built-up  Area,2.0,1.0,No,1052.0,34.72
Super built-up  Area,2.0,1.0,Yes,1045.0,45.0
Built-up  Area,3.0,2.0,Yes,1442.0,80.0
Super built-up  Area,2.0,2.0,Yes,1500.0,75.0
Super built-up  Area,2.0,1.0,Yes,1255.0,53.57
Super built-up  Area,3.0,2.0,No,1432.0,79.0
Built-up  Area,3.0,2.0,Yes,2100.0,150.0
Built-up  Area,2.0,2.0,Yes,1450.0,80.0
Super built-up  Area,2.0,1.0,No,1346.0,69.61
Super built-up  Area,2.0,2.0,Yes,1200.0,29.0
Super built-up  Area,2.0,1.0,Yes,925.0,49.82
Super built-up  Area,2.0,2.0,Yes,1160.0,49.0
Super built-up  Area,3.0,3.0,No,1768.0,81.31
Super built-up  Area,2.0,2.0,Yes,1094.0,54.0
Super built-up  Area,3.0,3.0,Yes,1500.0,90.0
Built-up  Area,3.0,2.0,Yes,1745.0,130.0
Built-up  Area,7.0,2.0,Yes,2875.0,85.0
Super built-up  Area,3.0,3.0,Yes,3500.0,425.0
Super built-up  Area,3.0,1.0,Yes,1550.0,50.0
Super built-up  Area,5.0,1.0,Yes,2340.0,160.0
Super built-up  Area,3.0,2.0,No,1655.0,113.0
Super built-up  Area,3.0,2.0,No,2024.0,103.0
Built-up  Area,5.0,0.0,Yes,3100.0,425.0
Super built-up  Area,4.0,3.0,Yes,1575.0,100.0
Built-up  Area,4.0,2.0,Yes,6200.0,744.0
Super built-up  Area,2.0,3.0,Yes,1265.0,55.0
Super built-up  Area,2.0,2.0,Yes,1100.0,45.0
Plot  Area,2.0,1.0,Yes,1160.0,65.0
Super built-up  Area,2.0,1.0,Yes,1246.0,67.4
Super built-up  Area,1.0,1.0,No,615.0,43.08
Super built-up  Area,2.0,1.0,Yes,1128.0,60.0
Super built-up  Area,2.0,1.0,Yes,1260.0,55.0
Super built-up  Area,3.0,3.0,Yes,1830.0,89.89
Super built-up  Area,2.0,2.0,Yes,1525.0,68.0
Super built-up  Area,2.0,1.0,No,602.0,30.0
Built-up  Area,4.0,2.0,Yes,3000.0,400.0
Super built-up  Area,3.0,3.0,Yes,1835.0,89.0
Built-up  Area,3.0,3.0,Yes,1250.0,62.6
Plot  Area,4.0,1.0,Yes,1200.0,110.0
Super built-up  Area,3.0,3.0,Yes,1855.0,96.0
Super built-up  Area,3.0,2.0,Yes,2089.0,148.0
Plot  Area,3.0,2.0,Yes,4800.0,200.0
Built-up  Area,2.0,2.0,Yes,1200.0,44.73
Super built-up  Area,2.0,1.0,Yes,1095.0,45.0
Plot  Area,3.0,2.0,Yes,2900.0,297.0
Super built-up  Area,3.0,2.0,Yes,2500.0,345.0
Built-up  Area,3.0,2.0,Yes,1170.0,80.0
Super built-up  Area,2.0,1.0,Yes,1280.0,88.0
Super built-up  Area,2.0,0.0,No,1224.0,105.0
Built-up  Area,3.0,1.0,Yes,1694.0,125.0
Super built-up  Area,2.0,1.0,Yes,825.0,30.0
Super built-up  Area,3.0,1.0,Yes,1612.0,98.38
Super built-up  Area,2.0,1.0,No,985.0,25.12
Super built-up  Area,2.0,2.0,Yes,1175.0,75.0
Plot  Area,1.0,0.0,Yes,600.0,24.0
Built-up  Area,3.0,3.0,Yes,1740.0,85.0
Super built-up  Area,3.0,2.0,Yes,1770.0,99.0
Plot  Area,7.0,3.0,Yes,1000.0,260.0
Super built-up  Area,2.0,1.0,No,1090.0,46.0
Plot  Area,3.0,0.0,Yes,2295.0,650.0
Built-up  Area,5.0,1.0,Yes,4144.0,331.0
Super built-up  Area,3.0,1.0,Yes,1800.0,130.0
Super built-up  Area,3.0,3.0,Yes,1221.0,65.0
Super built-up  Area,2.0,1.0,No,1046.0,48.0
Super built-up  Area,2.0,3.0,Yes,1290.0,56.12
Built-up  Area,2.0,1.0,No,1065.0,30.76
Super built-up  Area,4.0,2.0,Yes,1850.0,121.0
Super built-up  Area,2.0,1.0,Yes,1097.0,49.0
Super built-up  Area,3.0,2.0,Yes,1200.0,70.0
Super built-up  Area,3.0,2.0,Yes,2160.0,170.0
Super built-up  Area,2.0,2.0,No,1140.0,52.0
Super built-up  Area,2.0,2.0,Yes,1297.0,98.0
Super built-up  Area,2.0,0.0,Yes,1150.0,50.0
Super built-up  Area,2.0,1.0,Yes,1375.0,45.0
Super built-up  Area,2.0,2.0,Yes,1245.0,58.0
Super built-up  Area,6.0,1.0,No,4750.0,948.0
Built-up  Area,3.0,0.0,Yes,1800.0,180.0
Super built-up  Area,3.0,2.0,Yes,1594.0,140.0
Super built-up  Area,2.0,2.0,No,700.0,36.0
Built-up  Area,4.0,0.0,Yes,2500.0,650.0
Built-up  Area,2.0,0.0,Yes,1000.0,50.0
Plot  Area,5.0,1.0,Yes,4000.0,540.0
Super built-up  Area,2.0,2.0,Yes,1160.0,42.0
Plot  Area,6.0,0.0,Yes,1200.0,85.0
Plot  Area,3.0,0.0,Yes,600.0,140.0
Super built-up  Area,2.0,2.0,Yes,1570.0,95.0
Super built-up  Area,2.0,2.0,Yes,1290.0,88.0
Super built-up  Area,2.0,1.0,Yes,1200.0,44.4
Super built-up  Area,5.0,2.0,No,2777.29,649.0
Super built-up  Area,3.0,0.0,Yes,2250.0,180.0
Built-up  Area,2.0,2.0,Yes,1270.0,172.0
Super built-up  Area,2.0,2.0,Yes,1145.0,44.0
Super built-up  Area,2.0,2.0,Yes,1320.0,46.0
Built-up  Area,2.0,1.0,No,1065.0,30.75
Built-up  Area,3.0,2.0,No,1650.0,48.0
Super built-up  Area,2.0,1.0,No,1371.0,86.0
Built-up  Area,5.0,2.0,Yes,2700.0,150.0
Super built-up  Area,3.0,1.0,Yes,1575.0,94.5
Super built-up  Area,2.0,2.0,No,1362.0,66.0
Built-up  Area,2.0,2.0,No,3210.0,353.0
Super built-up  Area,3.0,1.0,Yes,1255.0,90.0
Super built-up  Area,2.0,1.0,Yes,925.0,35.0
Super built-up  Area,2.0,1.0,No,1088.0,30.46
Super built-up  Area,3.0,2.0,Yes,2140.0,139.0
Super built-up  Area,3.0,2.0,Yes,1584.0,101.0
Super built-up  Area,2.0,2.0,Yes,1175.0,50.0
Super built-up  Area,3.0,3.0,Yes,1555.0,52.0
Super built-up  Area,2.0,2.0,Yes,1585.0,79.0
Super built-up  Area,2.0,2.0,Yes,1354.0,71.0
Super built-up  Area,2.0,2.0,No,1165.0,45.0
Built-up  Area,3.0,1.0,Yes,1200.0,75.0
Super built-up  Area,2.0,1.0,Yes,1740.0,137.0
Plot  Area,9.0,2.0,Yes,1200.0,185.0
Super built-up  Area,2.0,1.0,No,985.0,50.17
Plot  Area,4.0,2.0,Yes,600.0,70.0
Super built-up  Area,2.0,2.0,Yes,1340.0,47.0
Super built-up  Area,3.0,1.0,No,1583.0,95.23
Plot  Area,5.0,2.0,Yes,1200.0,325.0
Plot  Area,1.0,1.0,Yes,1200.0,180.0
Super built-up  Area,2.0,0.0,No,1122.5,61.74
Super built-up  Area,3.0,2.0,No,1573.0,100.0
Super built-up  Area,2.0,2.0,No,1227.0,42.88
Super built-up  Area,2.0,1.0,Yes,1210.0,60.0
Super built-up  Area,3.0,3.0,No,1650.0,125.0
Plot  Area,4.0,2.0,Yes,1000.0,300.0
Super built-up  Area,2.0,2.0,Yes,1485.0,63.0
Super built-up  Area,3.0,2.0,Yes,1735.0,97.0
Super built-up  Area,3.0,2.0,Yes,1730.0,175.0
Super built-up  Area,3.0,2.0,Yes,1684.0,86.0
Super built-up  Area,3.0,3.0,Yes,1686.0,77.0
Super built-up  Area,3.0,3.0,Yes,1654.0,82.0
Built-up  Area,3.0,3.0,Yes,1600.0,105.0
Built-up  Area,2.0,1.0,Yes,1100.0,39.9
Super built-up  Area,3.0,3.0,Yes,1655.0,95.0
Super built-up  Area,3.0,3.0,Yes,1830.0,121.0
Super built-up  Area,3.0,1.0,No,1430.0,85.0
Super built-up  Area,4.0,3.0,Yes,1989.0,155.0
Super built-up  Area,2.0,2.0,Yes,1044.0,55.0
Super built-up  Area,3.0,2.0,Yes,1426.0,85.0
Super built-up  Area,2.0,1.0,Yes,1000.0,29.0
Plot  Area,2.0,0.0,No,754.0,69.99
Built-up  Area,2.0,1.0,No,1140.0,33.06
Super built-up  Area,2.0,1.0,Yes,900.0,35.0
Built-up  Area,2.0,3.0,Yes,1200.0,50.0
Built-up  Area,1.0,1.0,Yes,580.0,45.0
Super built-up  Area,2.0,1.0,No,1030.0,50.36
Super built-up  Area,4.0,3.0,Yes,1910.0,150.0
Super built-up  Area,3.0,3.0,Yes,1950.0,132.0
Super built-up  Area,3.0,1.0,Yes,1724.0,125.0
Plot  Area,2.0,2.0,Yes,1200.0,130.0
Plot  Area,2.0,0.0,Yes,1314.0,225.0
Built-up  Area,2.0,2.0,Yes,1400.0,65.0
Super built-up  Area,2.0,2.0,Yes,1400.0,68.0
Super built-up  Area,2.0,2.0,Yes,1115.0,44.6
Built-up  Area,2.0,2.0,Yes,1300.0,55.86
Built-up  Area,4.0,1.0,Yes,2400.0,150.0
Super built-up  Area,2.0,1.0,No,1332.0,108.0
Super built-up  Area,2.0,1.0,Yes,1000.0,41.0
Plot  Area,3.0,2.0,No,1200.0,67.75
Built-up  Area,4.0,2.0,Yes,2444.0,145.0
Super built-up  Area,3.0,1.0,Yes,1600.0,85.0
Super built-up  Area,2.0,2.0,Yes,1196.0,57.95
Super built-up  Area,2.0,1.0,Yes,1025.0,54.0
Super built-up  Area,4.0,3.0,Yes,2180.0,180.0
Super built-up  Area,3.0,2.0,Yes,1600.0,102.0
Built-up  Area,2.0,1.0,Yes,1270.0,110.0
Built-up  Area,4.0,2.0,Yes,3290.0,460.0
Super built-up  Area,3.0,2.0,No,1932.47,183.0
Super built-up  Area,3.0,2.0,Yes,2086.0,160.0
Super built-up  Area,2.0,1.0,No,1165.0,51.42
Super built-up  Area,2.0,2.0,Yes,1440.0,165.0
Super built-up  Area,3.0,2.0,Yes,1900.0,85.0
Built-up  Area,1.0,1.0,Yes,740.0,22.0
Super built-up  Area,3.0,3.0,Yes,2503.0,138.0
Super built-up  Area,2.0,2.0,No,1260.0,83.5
Built-up  Area,2.0,1.0,Yes,1100.0,60.0
Super built-up  Area,3.0,3.0,Yes,1717.0,125.0
Super built-up  Area,2.0,2.0,No,1088.0,46.0
Super built-up  Area,2.0,1.0,Yes,1335.0,56.0
Super built-up  Area,2.0,1.0,Yes,1200.0,42.0
Super built-up  Area,2.0,2.0,Yes,1325.0,60.0
Super built-up  Area,2.0,1.0,Yes,1157.0,73.0
Super built-up  Area,2.0,2.0,No,2283.0,121.0
Super built-up  Area,2.0,1.0,Yes,1200.0,54.0
Super built-up  Area,2.0,2.0,Yes,1510.0,65.0
Super built-up  Area,2.0,2.0,Yes,1050.0,54.0
Super built-up  Area,2.0,2.0,Yes,1200.0,45.0
Super built-up  Area,3.0,1.0,No,1516.0,147.0
Plot  Area,6.0,2.0,Yes,2400.0,475.0
Super built-up  Area,2.0,1.0,No,1050.0,44.41
Plot  Area,2.0,0.0,Yes,1000.0,66.0
Super built-up  Area,2.0,2.0,No,1050.0,35.0
Plot  Area,5.0,2.0,Yes,600.0,110.0
Plot  Area,3.0,2.0,Yes,600.0,62.0
Super built-up  Area,2.0,3.0,Yes,1210.0,69.0
Super built-up  Area,3.0,1.0,Yes,1660.0,110.0
Super built-up  Area,2.0,3.0,Yes,1410.0,125.0
Super built-up  Area,2.0,1.0,No,1305.0,67.0
Built-up  Area,6.0,2.0,Yes,1800.0,101.0
Built-up  Area,2.0,3.0,Yes,1206.0,53.0
Super built-up  Area,2.0,2.0,Yes,1150.0,55.0
Carpet  Area,2.0,2.0,Yes,1100.0,65.0
Super built-up  Area,2.0,1.0,Yes,1245.0,125.0
Built-up  Area,3.0,3.0,Yes,1850.0,110.0
Built-up  Area,4.0,1.0,No,3385.0,220.0
Super built-up  Area,3.0,2.0,Yes,2150.0,85.0
Super built-up  Area,3.0,1.0,Yes,3895.0,390.0
Super built-up  Area,2.0,2.0,No,1035.0,55.0
Super built-up  Area,3.0,2.0,Yes,600.0,72.0
Super built-up  Area,3.0,3.0,Yes,1200.0,75.0
Plot  Area,6.0,2.0,Yes,1200.0,235.0
Super built-up  Area,1.0,0.0,Yes,755.0,30.12
Built-up  Area,2.0,2.0,Yes,960.0,35.0
Super built-up  Area,1.0,1.0,Yes,450.0,20.0
Super built-up  Area,5.0,2.0,Yes,4000.0,680.0
Super built-up  Area,3.0,3.0,Yes,1571.0,53.12
Super built-up  Area,2.0,1.0,No,1489.0,70.0
Built-up  Area,2.0,1.0,Yes,800.0,32.0
Built-up  Area,2.0,2.0,Yes,980.0,60.0
Super built-up  Area,2.0,1.0,Yes,1215.0,65.0
Super built-up  Area,2.0,1.0,Yes,911.0,26.5
Super built-up  Area,3.0,2.0,Yes,1535.0,90.0
Plot  Area,5.0,2.0,Yes,1200.0,205.0
Super built-up  Area,2.0,1.0,Yes,1500.0,70.0
Built-up  Area,2.0,3.0,Yes,1588.0,58.0
Plot  Area,4.0,2.0,Yes,675.0,68.0
Built-up  Area,2.0,2.0,No,957.0,56.0
Built-up  Area,2.0,1.0,No,1200.0,34.65
Super built-up  Area,2.0,2.0,Yes,1495.0,52.33
Built-up  Area,2.0,0.0,Yes,845.0,34.0
Built-up  Area,4.0,2.0,Yes,3000.0,350.0
Super built-up  Area,4.0,1.0,Yes,2206.0,180.0
Super built-up  Area,2.0,1.0,Yes,1181.0,61.0
