area_type,bath,balcony,price,available to move,rectified_sqft
Plot  Area,8.0,2.0,110.0,Yes,1200.0
Built-up  Area,2.0,3.0,65.0,Yes,920.0
Super built-up  Area,2.0,1.0,53.99,No,1157.0
Built-up  Area,2.0,2.0,55.86,Yes,1300.0
Super built-up  Area,2.0,3.0,53.58,Yes,1410.0
Plot  Area,3.0,1.0,150.0,Yes,1200.0
Super built-up  Area,3.0,0.0,79.465,No,1532.5
Super built-up  Area,1.0,1.0,18.0,Yes,650.0
Super built-up  Area,2.0,1.0,56.86,Yes,1197.0
Built-up  Area,3.0,2.0,65.0,Yes,1600.0
Super built-up  Area,3.0,2.0,288.0,Yes,2560.0
Super built-up  Area,2.0,1.0,45.0,Yes,950.0
Built-up  Area,2.0,2.0,46.17,Yes,1200.0
Super built-up  Area,2.0,1.0,40.98,Yes,1639.0
Plot  Area,3.0,1.0,180.0,Yes,2400.0
Super built-up  Area,4.0,2.0,139.0,Yes,2072.0
Super built-up  Area,7.0,2.0,225.0,Yes,5100.0
Super built-up  Area,3.0,2.0,95.0,Yes,1705.0
Super built-up  Area,3.0,1.0,56.0,Yes,1220.0
Super built-up  Area,12.0,2.0,150.0,Yes,6000.0
Super built-up  Area,2.0,1.0,56.5,Yes,1220.0
Super built-up  Area,3.0,2.0,70.0,Yes,1500.0
Plot  Area,5.0,2.0,350.0,Yes,4800.0
Super built-up  Area,5.0,2.0,795.0,Yes,6830.0
Super built-up  Area,3.0,2.0,99.0,Yes,1820.0
Super built-up  Area,3.0,2.0,140.0,Yes,1594.0
Super built-up  Area,2.0,2.0,59.5,Yes,1220.0
Super built-up  Area,2.0,3.0,32.0,Yes,1300.0
Super built-up  Area,3.0,3.0,80.0,Yes,1518.0
Super built-up  Area,2.0,2.0,65.0,Yes,1200.0
Built-up  Area,2.0,1.0,84.0,Yes,1157.0
Plot  Area,5.0,1.0,200.0,Yes,1200.0
Built-up  Area,3.0,2.0,110.0,Yes,1756.0
Super built-up  Area,1.0,1.0,16.0,Yes,550.0
Super built-up  Area,2.0,1.0,44.0,Yes,1025.0
Super built-up  Area,3.0,2.0,95.0,Yes,1800.0
Super built-up  Area,1.0,1.0,22.0,Yes,654.0
Super built-up  Area,2.0,1.0,58.0,Yes,985.0
Built-up  Area,3.0,3.0,150.0,Yes,1720.0
Built-up  Area,2.0,2.0,52.0,Yes,1275.0
Super built-up  Area,3.0,1.0,49.53,No,1651.0
Super built-up  Area,2.0,1.0,61.26,Yes,1219.0
Super built-up  Area,3.0,1.0,67.98,Yes,1608.0
Super built-up  Area,2.0,3.0,80.0,No,1296.0
Super built-up  Area,2.0,2.0,58.0,Yes,1015.0
Super built-up  Area,3.0,3.0,66.0,Yes,1560.0
Super built-up  Area,2.0,1.0,91.0,No,1350.0
Super built-up  Area,3.0,2.0,145.0,Yes,1760.0
Super built-up  Area,4.0,2.0,117.0,Yes,1884.0
Super built-up  Area,4.0,2.0,149.0,Yes,16335.0
Super built-up  Area,3.0,0.0,146.0,Yes,2268.0
Super built-up  Area,2.0,2.0,98.485,Yes,1745.0
Super built-up  Area,2.0,1.0,55.0,Yes,800.0
Plot  Area,6.0,2.0,220.0,Yes,1200.0
Super built-up  Area,3.0,2.0,72.0,Yes,1440.0
Super built-up  Area,4.0,2.0,154.0,Yes,2245.0
Super built-up  Area,6.0,1.0,510.0,Yes,6652.0
Plot  Area,2.0,1.0,72.0,Yes,600.0
Super built-up  Area,3.0,1.0,110.0,Yes,1614.0
Super built-up  Area,3.0,2.0,72.04,No,2182.0
Super built-up  Area,2.0,1.0,105.0,No,1698.0
Super built-up  Area,2.0,2.0,64.0,Yes,1425.0
Super built-up  Area,2.0,2.0,42.0,Yes,936.0
Super built-up  Area,2.0,1.0,40.17,Yes,1185.0
Super built-up  Area,2.0,2.0,27.0,Yes,970.0
Super built-up  Area,5.0,2.0,425.0,Yes,3500.0
Super built-up  Area,1.0,1.0,13.0,Yes,500.0
Built-up  Area,2.0,2.0,150.0,Yes,24.0
Super built-up  Area,2.0,1.0,51.0,Yes,1120.0
Super built-up  Area,2.0,1.0,76.0,Yes,1140.0
Built-up  Area,2.0,2.0,31.48,No,1090.0
Super built-up  Area,2.0,2.0,33.03,No,1001.0
Super built-up  Area,1.0,1.0,20.0,Yes,497.0
Super built-up  Area,3.0,2.0,130.0,Yes,1800.0
Built-up  Area,5.0,3.0,130.0,Yes,3600.0
Super built-up  Area,2.0,1.0,41.82,Yes,1020.0
Built-up  Area,3.0,3.0,118.0,Yes,1810.0
Super built-up  Area,4.0,2.0,165.0,Yes,2384.0
Built-up  Area,5.0,2.0,600.0,Yes,5000.0
Built-up  Area,6.0,3.0,400.0,Yes,45.0
Super built-up  Area,2.0,1.0,27.43,No,1020.0
Super built-up  Area,3.0,2.0,85.0,Yes,1535.0
Super built-up  Area,3.0,2.0,150.0,Yes,1798.0
Super built-up  Area,3.0,2.0,125.0,Yes,1500.0
Super built-up  Area,3.0,2.0,96.2,Yes,1843.0
Plot  Area,12.0,0.0,120.0,Yes,990.0
Super built-up  Area,2.0,0.0,37.77,No,935.0
Built-up  Area,3.0,2.0,115.0,Yes,1485.0
Built-up  Area,5.0,2.0,140.0,Yes,2760.0
Built-up  Area,2.0,2.0,65.0,Yes,1371.0
Plot  Area,1.0,0.0,50.0,Yes,800.0
Plot  Area,4.0,2.0,120.0,Yes,1.0
Plot  Area,4.0,3.0,250.0,Yes,1575.0
Built-up  Area,2.0,2.0,75.0,Yes,1180.0
Super built-up  Area,3.0,3.0,127.0,Yes,1687.0
Built-up  Area,3.0,2.0,170.0,Yes,1850.0
Super built-up  Area,2.0,3.0,110.0,Yes,1485.0
Super built-up  Area,3.0,2.0,65.0,Yes,1525.0
Plot  Area,4.0,2.0,240.0,Yes,1200.0
Super built-up  Area,2.0,1.0,74.0,No,1210.0
Super built-up  Area,2.0,2.0,55.0,Yes,1155.0
Super built-up  Area,3.0,3.0,95.0,Yes,1600.0
Plot  Area,7.0,3.0,250.0,Yes,1000.0
Super built-up  Area,2.0,1.0,46.76,Yes,1075.0
Super built-up  Area,5.0,0.0,188.0,No,2630.0
Super built-up  Area,3.0,2.0,109.0,No,1890.0
Super built-up  Area,2.0,1.0,70.0,No,1012.0
Super built-up  Area,3.0,2.0,105.0,No,1640.0
Super built-up  Area,2.0,2.0,52.0,Yes,1100.0
Built-up  Area,4.0,2.0,90.0,Yes,850.0
Super built-up  Area,3.0,1.0,223.0,No,2791.0
Plot  Area,4.0,3.0,306.0,Yes,3000.0
Built-up  Area,6.0,0.0,205.0,Yes,3850.0
Super built-up  Area,2.0,2.0,32.0,Yes,1100.0
Built-up  Area,3.0,3.0,205.0,Yes,2511.0
Super built-up  Area,6.0,2.0,1900.0,Yes,5422.0
Super built-up  Area,2.0,2.0,46.0,Yes,1040.0
Super built-up  Area,3.0,2.0,104.0,No,1691.0
Super built-up  Area,2.0,1.0,50.0,Yes,1000.0
Super built-up  Area,4.0,2.0,135.0,Yes,3040.0
Plot  Area,4.0,3.0,192.0,No,1500.0
Built-up  Area,3.0,3.0,105.0,Yes,1735.0
Super built-up  Area,3.0,2.0,110.0,Yes,1719.0
Plot  Area,2.0,2.0,95.0,No,2000.0
Built-up  Area,2.0,2.0,42.0,Yes,850.0
Plot  Area,4.0,1.0,160.0,Yes,1200.0
Super built-up  Area,3.0,2.0,79.0,No,1450.0
Super built-up  Area,4.0,3.0,230.0,Yes,3016.0
Super built-up  Area,3.0,1.0,901.0,No,4400.0
Super built-up  Area,2.0,2.0,61.0,Yes,1340.0
Super built-up  Area,2.0,1.0,62.0,Yes,1295.0
Super built-up  Area,2.0,1.0,42.0,Yes,1032.0
Built-up  Area,2.0,2.0,50.0,Yes,945.0
Super built-up  Area,3.0,3.0,190.0,Yes,2145.0
Super built-up  Area,2.0,1.0,65.12,No,1115.0
Super built-up  Area,3.0,3.0,55.0,Yes,1450.0
Built-up  Area,4.0,3.0,294.0,No,3450.0
Super built-up  Area,2.0,2.0,38.0,No,1070.0
Super built-up  Area,2.0,1.0,65.0,Yes,1500.0
Super built-up  Area,2.0,2.0,40.0,No,1185.0
Super built-up  Area,2.0,1.0,45.0,Yes,1176.0
Super built-up  Area,2.0,2.0,45.0,Yes,1165.0
Super built-up  Area,2.0,2.0,38.55,Yes,1140.0
Super built-up  Area,2.0,2.0,80.0,Yes,1198.0
Built-up  Area,2.0,2.0,90.0,Yes,1585.0
Built-up  Area,2.0,1.0,38.5,Yes,1146.0
Super built-up  Area,4.0,1.0,310.0,No,3067.0
Super built-up  Area,2.0,0.0,70.0,Yes,1500.0
Plot  Area,3.0,2.0,225.0,No,1200.0
Super built-up  Area,3.0,1.0,96.0,Yes,1730.0
Plot  Area,4.0,1.0,190.0,Yes,1135.0
Super built-up  Area,3.0,1.0,89.0,No,1469.0
Super built-up  Area,2.0,1.0,73.0,No,1216.0
Super built-up  Area,2.0,2.0,58.82,No,1322.0
Super built-up  Area,3.0,2.0,120.0,Yes,1703.0
Super built-up  Area,2.0,1.0,43.0,No,1015.0
Super built-up  Area,3.0,2.0,100.0,Yes,1691.0
Super built-up  Area,2.0,2.0,40.17,Yes,1185.0
Plot  Area,3.0,2.0,300.0,Yes,2900.0
Plot  Area,3.0,1.0,90.0,Yes,600.0
Super built-up  Area,2.0,1.0,86.65,No,1333.0
Built-up  Area,3.0,2.0,67.0,Yes,1504.0
Built-up  Area,2.0,2.0,50.0,Yes,1100.0
Super built-up  Area,3.0,2.0,47.0,No,1230.0
Built-up  Area,3.0,2.0,67.0,Yes,1370.0
Super built-up  Area,1.0,0.0,41.745,Yes,605.0
Super built-up  Area,3.0,2.0,140.0,Yes,1846.0
Carpet  Area,3.0,2.0,92.0,Yes,1560.0
Super built-up  Area,2.0,2.0,70.18,No,1450.0
Super built-up  Area,4.0,2.0,180.0,Yes,2502.0
Plot  Area,3.0,2.0,297.0,Yes,2900.0
Super built-up  Area,4.0,2.0,185.0,No,2690.0
Super built-up  Area,2.0,2.0,300.0,Yes,1490.0
Super built-up  Area,2.0,2.0,74.82,No,1630.0
Plot  Area,5.0,1.0,120.0,Yes,1314.0
Super built-up  Area,2.0,1.0,45.51,Yes,1170.0
Super built-up  Area,3.0,2.0,75.0,Yes,1450.0
Super built-up  Area,2.0,2.0,48.53,Yes,1000.0
Super built-up  Area,3.0,2.0,183.0,No,1932.47
Built-up  Area,2.0,0.0,52.0,Yes,1000.0
Super built-up  Area,3.0,2.0,113.0,Yes,1691.0
Super built-up  Area,2.0,2.0,67.0,Yes,1485.0
Super built-up  Area,2.0,0.0,25.0,Yes,710.0
Built-up  Area,2.0,1.0,42.5,Yes,965.0
Super built-up  Area,2.0,2.0,60.0,Yes,1505.0
Super built-up  Area,3.0,1.0,74.75,No,1436.0
Super built-up  Area,2.0,1.0,32.72,No,935.0
Super built-up  Area,3.0,3.0,105.0,Yes,1605.0
Super built-up  Area,3.0,3.0,300.0,No,3000.0
Super built-up  Area,2.0,2.0,145.0,Yes,1625.0
Super built-up  Area,3.0,2.0,110.0,Yes,1200.0
Super built-up  Area,2.0,1.0,38.0,Yes,1170.0
Super built-up  Area,3.0,3.0,100.0,No,1685.0
Super built-up  Area,2.0,2.0,25.4,No,849.0
Built-up  Area,2.0,3.0,43.0,Yes,1200.0
Super built-up  Area,2.0,2.0,84.5,Yes,1405.0
Super built-up  Area,2.0,2.0,42.9,Yes,1150.0
Built-up  Area,2.0,1.0,56.0,Yes,1164.0
Built-up  Area,5.0,0.0,350.0,Yes,3500.0
Super built-up  Area,1.0,1.0,22.0,Yes,605.0
Super built-up  Area,2.0,2.0,44.0,Yes,1100.0
Plot  Area,3.0,2.0,285.0,No,2900.0
Super built-up  Area,5.0,2.0,192.0,No,2470.0
Super built-up  Area,2.0,2.0,110.0,Yes,1512.0
Super built-up  Area,3.0,3.0,120.0,Yes,1717.0
Plot  Area,6.0,2.0,140.0,Yes,1200.0
Super built-up  Area,2.0,1.0,41.18,Yes,1100.0
Super built-up  Area,2.0,2.0,50.0,Yes,1231.0
Super built-up  Area,2.0,3.0,32.0,Yes,1291.0
Super built-up  Area,2.0,2.0,48.0,Yes,1219.0
Super built-up  Area,1.0,1.0,48.0,Yes,1200.0
Super built-up  Area,2.0,1.0,65.0,Yes,1532.0
Super built-up  Area,2.0,2.0,50.0,Yes,1000.0
Super built-up  Area,3.0,3.0,80.5,Yes,1515.0
Plot  Area,4.0,1.0,130.0,Yes,2000.0
Super built-up  Area,3.0,3.0,122.0,Yes,1920.0
Super built-up  Area,2.0,1.0,60.0,Yes,1159.0
Super built-up  Area,3.0,3.0,95.0,Yes,1655.0
Super built-up  Area,3.0,3.0,120.0,Yes,1700.0
Super built-up  Area,2.0,1.0,37.8,Yes,1080.0
Super built-up  Area,3.0,2.0,235.0,Yes,2955.0
Plot  Area,2.0,1.0,150.0,Yes,1200.0
Super built-up  Area,2.0,2.0,68.8,Yes,1314.0
Plot  Area,4.0,1.0,68.0,Yes,680.0
Built-up  Area,2.0,1.0,33.06,No,1140.0
Built-up  Area,2.0,1.0,38.12,No,1320.0
Super built-up  Area,2.0,2.0,40.22,No,1257.0
Built-up  Area,4.0,1.0,140.0,Yes,1200.0
Super built-up  Area,5.0,1.0,201.0,Yes,2425.0
Super built-up  Area,2.0,1.0,53.0,Yes,1053.0
Super built-up  Area,2.0,3.0,79.5,Yes,1320.0
Super built-up  Area,1.0,1.0,38.0,No,700.0
Super built-up  Area,3.0,3.0,92.0,Yes,1800.0
Super built-up  Area,2.0,1.0,48.38,Yes,1075.0
Super built-up  Area,4.0,2.0,359.0,Yes,3596.0
Super built-up  Area,2.0,2.0,55.0,Yes,1110.0
Super built-up  Area,2.0,1.0,56.0,Yes,973.0
Super built-up  Area,2.0,2.0,126.0,Yes,1590.0
Super built-up  Area,3.0,1.0,91.0,Yes,1705.0
Plot  Area,4.0,1.0,81.0,Yes,600.0
Super built-up  Area,3.0,2.0,46.0,No,1300.0
Super built-up  Area,2.0,1.0,68.0,Yes,1128.0
Super built-up  Area,2.0,2.0,59.2,No,1260.0
Super built-up  Area,2.0,1.0,52.4,Yes,1310.0
Built-up  Area,2.0,1.0,34.0,Yes,1050.0
Built-up  Area,1.0,1.0,15.0,Yes,550.0
Super built-up  Area,2.0,2.0,51.5,Yes,1272.0
Plot  Area,2.0,1.0,100.0,Yes,1500.0
Plot  Area,2.0,2.0,93.0,Yes,1500.0
Super built-up  Area,5.0,2.0,250.0,Yes,5000.0
Super built-up  Area,2.0,1.0,102.0,Yes,1430.0
Super built-up  Area,3.0,2.0,110.0,No,1655.0
Super built-up  Area,2.0,1.0,68.5,Yes,1302.0
Built-up  Area,4.0,2.0,90.0,Yes,1600.0
Super built-up  Area,2.0,1.0,54.79,Yes,1370.0
Super built-up  Area,2.0,1.0,45.0,Yes,936.0
Plot  Area,2.0,1.0,136.0,Yes,1200.0
Plot  Area,7.0,3.0,250.0,Yes,1200.0
Super built-up  Area,3.0,2.0,120.0,No,1595.0
Super built-up  Area,2.0,2.0,65.0,Yes,1199.0
Super built-up  Area,2.0,1.0,85.0,Yes,1450.0
Plot  Area,2.0,1.0,360.0,Yes,2400.0
Super built-up  Area,5.0,0.0,268.5,Yes,3317.5
Plot  Area,3.0,2.0,325.0,No,3664.0
Super built-up  Area,2.0,1.0,70.2,Yes,2105.0
Super built-up  Area,1.0,0.0,200.0,Yes,1300.0
Super built-up  Area,2.0,1.0,53.8,No,1157.0
Super built-up  Area,2.0,2.0,75.0,Yes,1460.0
Built-up  Area,3.0,1.0,200.0,No,2162.0
Plot  Area,3.0,2.0,190.0,Yes,2400.0
Built-up  Area,2.0,1.0,54.0,Yes,940.0
Super built-up  Area,2.0,1.0,52.0,Yes,1075.0
Built-up  Area,5.0,3.0,300.0,Yes,5100.0
Super built-up  Area,3.0,2.0,399.0,Yes,2610.0
Super built-up  Area,2.0,1.0,55.0,Yes,960.0
Built-up  Area,5.0,1.0,120.0,Yes,2500.0
Super built-up  Area,2.0,2.0,44.0,Yes,1200.0
Super built-up  Area,4.0,1.0,160.0,Yes,3600.0
Super built-up  Area,2.0,1.0,70.0,Yes,1425.0
Plot  Area,8.0,3.0,250.0,Yes,1200.0
Plot  Area,2.0,1.0,85.0,Yes,600.0
Super built-up  Area,3.0,2.0,88.5,Yes,1565.0
Super built-up  Area,2.0,1.0,50.0,Yes,1025.0
Built-up  Area,2.0,0.0,95.0,Yes,580.0
Super built-up  Area,2.0,2.0,42.0,Yes,902.0
Built-up  Area,2.0,2.0,95.0,Yes,1275.0
Super built-up  Area,1.0,1.0,35.0,No,700.0
Super built-up  Area,2.0,1.0,35.07,No,700.0
Super built-up  Area,2.0,1.0,60.1,Yes,1182.0
Plot  Area,4.0,0.0,175.0,Yes,1350.0
Super built-up  Area,2.0,1.0,120.0,Yes,1290.0
Super built-up  Area,3.0,2.0,125.0,Yes,1852.0
Super built-up  Area,3.0,2.0,107.0,Yes,1702.0
Super built-up  Area,2.0,2.0,45.0,Yes,946.0
Super built-up  Area,1.0,1.0,32.0,Yes,800.0
Super built-up  Area,1.0,1.0,19.9,No,674.0
Super built-up  Area,3.0,2.0,131.0,No,1660.0
Super built-up  Area,3.0,3.0,60.91,Yes,1450.0
Super built-up  Area,2.0,1.0,39.0,Yes,1170.0
Super built-up  Area,2.0,2.0,65.0,Yes,1100.0
Super built-up  Area,2.0,1.0,70.0,Yes,1150.0
Super built-up  Area,2.0,2.0,57.5,Yes,1400.0
Super built-up  Area,2.0,2.0,70.0,Yes,1150.0
Super built-up  Area,2.0,0.0,69.0,Yes,1266.67
Super built-up  Area,2.0,2.0,74.0,Yes,1255.0
Built-up  Area,1.0,1.0,45.0,Yes,580.0
Built-up  Area,1.0,1.0,17.0,Yes,500.0
Plot  Area,5.0,1.0,135.0,Yes,600.0
Super built-up  Area,2.0,2.0,53.58,No,1410.0
Super built-up  Area,2.0,2.0,54.0,Yes,1430.0
Super built-up  Area,2.0,1.0,46.0,Yes,1150.0
Built-up  Area,2.0,2.0,76.0,Yes,1260.0
Super built-up  Area,2.0,2.0,55.0,Yes,1134.0
Super built-up  Area,3.0,0.0,77.0,Yes,1350.0
Plot  Area,4.0,2.0,900.0,No,7500.0
Super built-up  Area,2.0,2.0,200.0,Yes,1630.0
Built-up  Area,2.0,3.0,46.0,Yes,900.0
Super built-up  Area,2.0,2.0,106.0,Yes,1345.0
Super built-up  Area,4.0,2.0,189.0,Yes,2375.0
Built-up  Area,4.0,3.0,115.0,Yes,1800.0
Super built-up  Area,2.0,2.0,39.0,Yes,939.0
Super built-up  Area,3.0,2.0,58.0,No,1750.0
Built-up  Area,2.0,3.0,65.0,Yes,1306.0
Plot  Area,1.0,0.0,33.0,Yes,600.0
Super built-up  Area,2.0,2.0,47.0,No,1225.0
Super built-up  Area,6.0,1.0,440.0,Yes,4000.0
Super built-up  Area,2.0,1.0,98.0,Yes,1455.0
Super built-up  Area,3.0,3.0,58.0,Yes,1600.0
Super built-up  Area,5.0,2.0,450.0,No,3500.0
Plot  Area,6.0,2.0,115.0,Yes,1200.0
Super built-up  Area,2.0,2.0,39.0,No,1070.0
Plot  Area,1.0,0.0,48.0,Yes,1200.0
Super built-up  Area,2.0,2.0,54.39,Yes,1360.0
Super built-up  Area,2.0,1.0,79.28,No,1132.0
Super built-up  Area,2.0,2.0,42.0,Yes,1505.0
Super built-up  Area,4.0,2.0,130.0,Yes,2283.0
Plot  Area,4.0,1.0,130.0,Yes,2230.0
Super built-up  Area,2.0,1.0,75.0,No,1216.0
Super built-up  Area,1.0,1.0,17.0,Yes,418.0
Super built-up  Area,2.0,2.0,34.5,No,1059.0
Super built-up  Area,2.0,2.0,39.0,Yes,1220.0
Plot  Area,2.0,1.0,55.0,Yes,500.0
Built-up  Area,2.0,2.0,70.0,Yes,1405.0
Super built-up  Area,2.0,2.0,105.0,Yes,1036.0
Super built-up  Area,2.0,1.0,90.0,Yes,1500.0
Plot  Area,7.0,2.0,225.0,Yes,1200.0
Built-up  Area,2.0,2.0,55.0,Yes,1300.0
Super built-up  Area,2.0,0.0,54.005,No,1073.5
Super built-up  Area,4.0,3.0,250.0,Yes,2400.0
Super built-up  Area,2.0,2.0,96.0,No,1520.0
Super built-up  Area,4.0,1.0,103.0,No,1929.0
Super built-up  Area,4.0,3.0,340.0,Yes,2367.0
Carpet  Area,2.0,1.0,50.0,Yes,927.0
Built-up  Area,3.0,2.0,66.0,Yes,1200.0
Plot  Area,9.0,2.0,1900.0,No,12000.0
Super built-up  Area,2.0,1.0,35.0,No,1105.0
Super built-up  Area,1.0,1.0,35.0,No,670.0
Built-up  Area,5.0,1.0,135.0,Yes,2400.0
Built-up  Area,6.0,2.0,375.0,Yes,3750.0
Built-up  Area,3.0,2.0,70.0,Yes,1500.0
Super built-up  Area,2.0,1.0,75.0,No,1280.0
Super built-up  Area,2.0,3.0,55.0,Yes,1185.0
Super built-up  Area,3.0,2.0,103.0,Yes,1748.0
Plot  Area,3.0,1.0,130.0,No,1000.0
Super built-up  Area,2.0,2.0,50.0,Yes,1075.0
Super built-up  Area,2.0,1.0,25.65,No,950.0
Super built-up  Area,2.0,2.0,55.0,Yes,1320.0
Built-up  Area,1.0,0.0,69.0,Yes,1200.0
Super built-up  Area,4.0,3.0,125.0,No,1890.0
Super built-up  Area,2.0,1.0,52.0,Yes,1060.0
Built-up  Area,2.0,0.0,250.0,Yes,1150.0
Built-up  Area,2.0,1.0,198.0,Yes,1200.0
Super built-up  Area,5.0,2.0,300.0,No,3216.0
Built-up  Area,2.0,0.0,70.0,Yes,1000.0
Super built-up  Area,2.0,2.0,36.0,Yes,870.0
Super built-up  Area,4.0,3.0,625.0,Yes,5924.0
Plot  Area,4.0,3.0,525.0,Yes,4800.0
Super built-up  Area,2.0,1.0,62.0,No,1290.0
Super built-up  Area,5.0,2.0,120.0,Yes,2363.0
Super built-up  Area,2.0,1.0,59.5,Yes,1295.0
Super built-up  Area,2.0,2.0,85.0,Yes,1402.0
Super built-up  Area,2.0,2.0,64.98,No,1175.0
Super built-up  Area,2.0,1.0,51.0,Yes,1049.0
Super built-up  Area,3.0,2.0,105.0,Yes,1665.0
Super built-up  Area,2.0,1.0,86.0,No,1180.0
Super built-up  Area,3.0,2.0,90.0,Yes,1560.0
Super built-up  Area,2.0,1.0,42.0,Yes,1300.0
Super built-up  Area,2.0,1.0,35.0,Yes,600.0
Plot  Area,14.0,2.0,500.0,Yes,3300.0
Plot  Area,2.0,0.0,230.0,Yes,1500.0
Built-up  Area,4.0,0.0,260.0,Yes,3600.0
Plot  Area,9.0,3.0,190.0,Yes,600.0
Super built-up  Area,1.0,0.0,32.39,No,720.0
Built-up  Area,5.0,2.0,249.0,Yes,3362.0
Super built-up  Area,3.0,2.0,185.0,Yes,2420.0
Super built-up  Area,2.0,1.0,40.0,Yes,890.0
Super built-up  Area,2.0,2.0,46.0,Yes,1145.0
Super built-up  Area,3.0,2.0,86.91,Yes,1665.0
Super built-up  Area,2.0,2.0,60.0,Yes,1153.0
Super built-up  Area,2.0,1.0,65.0,Yes,1025.0
Super built-up  Area,2.0,3.0,55.44,No,1320.0
Super built-up  Area,3.0,1.0,80.0,Yes,1300.0
Plot  Area,6.0,0.0,210.0,Yes,1500.0
Super built-up  Area,3.0,1.0,71.55,No,1350.0
Super built-up  Area,2.0,2.0,82.0,Yes,1470.0
Super built-up  Area,2.0,2.0,165.0,Yes,1440.0
Super built-up  Area,3.0,2.0,50.0,Yes,1250.0
Super built-up  Area,4.0,3.0,102.0,Yes,2300.0
Super built-up  Area,2.0,1.0,58.86,Yes,1308.0
Built-up  Area,2.0,0.0,58.0,Yes,1200.0
Super built-up  Area,4.0,3.0,124.0,No,2462.0
Super built-up  Area,3.0,3.0,106.0,Yes,1922.0
Built-up  Area,6.0,1.0,88.0,Yes,2500.0
Super built-up  Area,4.0,1.0,157.0,No,2321.0
Super built-up  Area,2.0,2.0,60.0,Yes,1250.0
Super built-up  Area,2.0,2.0,148.0,No,1235.0
Plot  Area,3.0,1.0,172.0,Yes,1600.0
Super built-up  Area,3.0,3.0,76.0,Yes,1355.0
Super built-up  Area,3.0,3.0,73.0,Yes,1530.0
Super built-up  Area,2.0,1.0,78.0,Yes,1184.0
Super built-up  Area,2.0,2.0,55.0,Yes,1600.0
Super built-up  Area,2.0,1.0,46.0,Yes,1000.0
Super built-up  Area,2.0,1.0,82.0,Yes,1175.0
Built-up  Area,2.0,1.0,25.0,Yes,1000.0
Super built-up  Area,3.0,2.0,88.0,Yes,1636.0
Super built-up  Area,3.0,2.0,78.0,Yes,1650.0
Super built-up  Area,2.0,2.0,42.0,Yes,993.0
Super built-up  Area,2.0,1.0,62.0,Yes,1060.0
Plot  Area,3.0,2.0,200.0,Yes,4800.0
Built-up  Area,1.0,0.0,170.0,Yes,800.0
Super built-up  Area,2.0,1.0,68.75,Yes,1250.0
Built-up  Area,2.0,3.0,75.0,Yes,1315.0
Plot  Area,4.0,2.0,600.0,No,2360.0
Super built-up  Area,1.0,1.0,22.0,Yes,635.0
Super built-up  Area,2.0,1.0,80.0,Yes,1210.0
Built-up  Area,2.0,2.0,60.0,Yes,1180.0
Super built-up  Area,3.0,2.0,123.0,Yes,1847.0
Super built-up  Area,5.0,2.0,289.0,No,2406.0
Built-up  Area,2.0,2.0,52.0,Yes,1156.0
Built-up  Area,1.0,1.0,12.0,Yes,400.0
Built-up  Area,2.0,2.0,60.0,Yes,1340.0
Super built-up  Area,4.0,3.0,130.0,Yes,3000.0
Plot  Area,4.0,2.0,220.0,Yes,1100.0
Super built-up  Area,3.0,2.0,175.0,Yes,1720.0
Super built-up  Area,2.0,2.0,36.0,Yes,977.0
Plot  Area,6.0,2.0,370.0,Yes,1020.0
Super built-up  Area,2.0,2.0,80.0,Yes,1276.0
Super built-up  Area,2.0,2.0,150.0,Yes,1225.0
Super built-up  Area,2.0,2.0,37.0,Yes,830.0
Plot  Area,2.0,0.0,95.0,Yes,1200.0
Plot  Area,3.0,1.0,70.0,Yes,675.0
Built-up  Area,2.0,1.0,40.0,Yes,800.0
Super built-up  Area,2.0,0.0,50.0,Yes,2400.0
Super built-up  Area,2.0,1.0,45.0,No,1127.0
Super built-up  Area,2.0,1.0,61.3,No,1277.0
Built-up  Area,5.0,1.0,195.0,Yes,4000.0
Super built-up  Area,2.0,1.0,54.0,Yes,1590.0
Super built-up  Area,3.0,2.0,82.5,Yes,1555.0
Built-up  Area,5.0,2.0,130.0,Yes,3000.0
Super built-up  Area,2.0,3.0,87.0,Yes,1419.0
Super built-up  Area,3.0,3.0,76.0,Yes,1540.0
Super built-up  Area,2.0,2.0,125.0,Yes,2017.0
Super built-up  Area,2.0,1.0,30.35,Yes,1124.0
Built-up  Area,2.0,1.0,50.0,Yes,1380.0
Plot  Area,6.0,3.0,275.0,Yes,1000.0
Built-up  Area,2.0,1.0,46.0,Yes,1100.0
Built-up  Area,3.0,2.0,170.0,No,2254.0
Super built-up  Area,2.0,2.0,40.0,No,1120.0
Plot  Area,5.0,2.0,97.0,Yes,1440.0
Built-up  Area,3.0,1.0,528.0,Yes,3000.0
Super built-up  Area,2.0,2.0,59.0,Yes,1278.0
Plot  Area,4.0,2.0,195.0,Yes,2200.0
Super built-up  Area,2.0,2.0,135.0,Yes,1590.0
Super built-up  Area,2.0,1.0,95.0,Yes,1459.0
Super built-up  Area,3.0,3.0,155.0,Yes,1623.0
Super built-up  Area,2.0,2.0,78.0,Yes,1418.0
Super built-up  Area,2.0,2.0,38.55,Yes,1141.0
Super built-up  Area,4.0,2.0,203.0,No,2470.0
Super built-up  Area,2.0,2.0,80.0,Yes,1245.0
Built-up  Area,2.0,0.0,49.0,Yes,883.0
Plot  Area,2.0,1.0,130.0,Yes,1200.0
